Test Case ID,Modul,Komponen / Kondisi Uji,Langkah-Langkah,Hasil yang Diharapkan,Jenis,Level,Stack,File Sumber,Job CI,Status
TC-LA-083,Layanan AI,TestParsePrdResponse,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParsePrdResponse::test_backfills_unpriced_work_packages""",Backfills unpriced work packages,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-084,Layanan AI,TestParsePrdResponse,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParsePrdResponse::test_carries_assumptions_and_risks""",Carries assumptions and risks,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-085,Layanan AI,TestParsePrdResponse,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParsePrdResponse::test_empty_response_raises_rather_than_templating""",Empty response raises rather than templating,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-086,Layanan AI,TestParsePrdResponse,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParsePrdResponse::test_keeps_priced_work_packages_untouched""",Keeps priced work packages untouched,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-087,Layanan AI,TestParsePrdResponse,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParsePrdResponse::test_language_comes_from_request_not_model""",Language comes from request not model,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-088,Layanan AI,TestParsePrdResponse,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParsePrdResponse::test_normalizes_deliverables_and_acceptance""",Normalizes deliverables and acceptance,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-089,Layanan AI,TestParsePrdResponse,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParsePrdResponse::test_valid_json_response""",Valid json response,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-090,Layanan AI,TestParseSpecDownloadAndLLM,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseSpecDownloadAndLLM::test_parse_spec_direct_download_success_llm_success""",Parse spec direct download success llm success,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-091,Layanan AI,TestParseSpecDownloadAndLLM,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseSpecDownloadAndLLM::test_parse_spec_download_success_short_text""",Parse spec download success short text,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-092,Layanan AI,TestParseSpecDownloadAndLLM,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseSpecDownloadAndLLM::test_parse_spec_llm_failure""",Parse spec llm failure,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-093,Layanan AI,TestParseSpecDownloadAndLLM,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseSpecDownloadAndLLM::test_parse_spec_no_s3_retry_on_download_failure""",Parse spec no s3 retry on download failure,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-094,Layanan AI,TestParseSpecEndpoint,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseSpecEndpoint::test_download_failure_is_an_error_not_a_summary""",Download failure is an error not a summary,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-095,Layanan AI,TestParseSpecEndpoint,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseSpecEndpoint::test_empty_file_url""",Empty file url,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-096,Layanan AI,TestParseSpecEndpoint,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseSpecEndpoint::test_refuses_a_file_larger_than_the_cap""",Refuses a file larger than the cap,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-097,Layanan AI,TestParseSpecEndpoint,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseSpecEndpoint::test_requires_file_url""",Requires file url,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-098,Layanan AI,TestParseSpecEndpoint,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestParseSpecEndpoint::test_returns_fallback_when_download_fails""",Returns fallback when download fails,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-099,Layanan AI,TestHealthEndpoints,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestHealthEndpoints::test_health_returns_service_metadata""",Health returns service metadata,ATDD,Unit,Python,apps/ai-service/tests/test_atdd_acceptance.py,test-python,Pass
TC-LA-100,Layanan AI,TestHealthEndpoints,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestHealthEndpoints::test_readiness_probe""",Readiness probe,ATDD,Unit,Python,apps/ai-service/tests/test_atdd_acceptance.py,test-python,Pass
TC-LA-101,Layanan AI,TestHealthEndpoints,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestHealthEndpoints::test_readiness_probe_fails_without_llm_key""",Readiness probe fails without llm key,ATDD,Unit,Python,apps/ai-service/tests/test_atdd_acceptance.py,test-python,Pass
TC-LA-102,Layanan AI,TestOwnerBRDGeneration,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestOwnerBRDGeneration::test_health_check_available""",Health check available,ATDD,Unit,Python,apps/ai-service/tests/test_atdd_acceptance.py,test-python,Pass
TC-LA-103,Layanan AI,TestSpecUpload,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestSpecUpload::test_spec_parse_validates_input""",Spec parse validates input,ATDD,Unit,Python,apps/ai-service/tests/test_atdd_acceptance.py,test-python,Pass
TC-LA-104,Layanan AI,TestSpecUpload,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestSpecUpload::test_spec_parse_with_valid_input""",Spec parse with valid input,ATDD,Unit,Python,apps/ai-service/tests/test_atdd_acceptance.py,test-python,Pass
TC-LA-105,Layanan AI,Test atdd schema.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_api_schema_compliance[GET /health]""",Api schema compliance,TDD,Unit,Python,apps/ai-service/tests/test_atdd_schema.py,test-python,Pass
TC-LA-106,Layanan AI,Test bdd endpoints.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_health_endpoint""",Health endpoint,TDD,Unit,Python,apps/ai-service/tests/test_bdd_endpoints.py,test-python,Pass
TC-LA-107,Layanan AI,TestApiKeyResolution,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestApiKeyResolution::test_accepts_gemini_api_key""",Accepts gemini api key,TDD,Unit,Python,apps/ai-service/tests/test_embedding_key.py,test-python,Pass
TC-LA-108,Layanan AI,TestApiKeyResolution,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestApiKeyResolution::test_empty_when_neither_set""",Empty when neither set,TDD,Unit,Python,apps/ai-service/tests/test_embedding_key.py,test-python,Pass
TC-LA-109,Layanan AI,TestApiKeyResolution,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestApiKeyResolution::test_llm_api_key_wins""",Llm api key wins,TDD,Unit,Python,apps/ai-service/tests/test_embedding_key.py,test-python,Pass
TC-LA-110,Layanan AI,TestApiKeyResolution,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestApiKeyResolution::test_picks_up_a_key_set_after_import""",Picks up a key set after import,TDD,Unit,Python,apps/ai-service/tests/test_embedding_key.py,test-python,Pass
TC-LA-111,Layanan AI,TestApiKeyResolution,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestApiKeyResolution::test_reads_llm_api_key""",Reads llm api key,TDD,Unit,Python,apps/ai-service/tests/test_embedding_key.py,test-python,Pass
TC-LA-112,Layanan AI,TestEmbedTextWithoutKey,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEmbedTextWithoutKey::test_raises_when_unconfigured""",Raises when unconfigured,TDD,Unit,Python,apps/ai-service/tests/test_embedding_key.py,test-python,Pass
TC-LA-113,Layanan AI,TestEmbeddingModel,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEmbeddingModel::test_requests_the_column_dimension""",Requests the column dimension,TDD,Unit,Python,apps/ai-service/tests/test_embedding_key.py,test-python,Pass
TC-LA-114,Layanan AI,TestEmbeddingModel,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEmbeddingModel::test_url_targets_that_model""",Url targets that model,TDD,Unit,Python,apps/ai-service/tests/test_embedding_key.py,test-python,Pass
TC-LA-115,Layanan AI,TestEmbeddingModel,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEmbeddingModel::test_uses_a_live_model""",Uses a live model,TDD,Unit,Python,apps/ai-service/tests/test_embedding_key.py,test-python,Pass
TC-LA-116,Layanan AI,TestBrdFallbackLogging,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestBrdFallbackLogging::test_logs_when_the_gateway_call_fails""",Logs when the gateway call fails,TDD,Unit,Python,apps/ai-service/tests/test_fallback_visibility.py,test-python,Pass
TC-LA-117,Layanan AI,TestBrdFallbackLogging,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestBrdFallbackLogging::test_logs_when_the_model_returns_no_json""",Logs when the model returns no json,TDD,Unit,Python,apps/ai-service/tests/test_fallback_visibility.py,test-python,Pass
TC-LA-118,Layanan AI,TestBrdFallbackLogging,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestBrdFallbackLogging::test_stays_quiet_on_a_real_answer""",Stays quiet on a real answer,TDD,Unit,Python,apps/ai-service/tests/test_fallback_visibility.py,test-python,Pass
TC-LA-119,Layanan AI,TestCvFallbackLogging,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestCvFallbackLogging::test_logs_when_extraction_fails""",Logs when extraction fails,TDD,Unit,Python,apps/ai-service/tests/test_fallback_visibility.py,test-python,Pass
TC-LA-120,Layanan AI,TestCvFallbackLogging,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestCvFallbackLogging::test_regex_fallback_still_returns_data""",Regex fallback still returns data,TDD,Unit,Python,apps/ai-service/tests/test_fallback_visibility.py,test-python,Pass
TC-LA-121,Layanan AI,TestPrdFallbackLogging,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestPrdFallbackLogging::test_logs_when_the_gateway_call_fails""",Logs when the gateway call fails,TDD,Unit,Python,apps/ai-service/tests/test_fallback_visibility.py,test-python,Pass
TC-LA-122,Layanan AI,TestPrdFallbackLogging,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestPrdFallbackLogging::test_logs_when_the_model_returns_no_json""",Logs when the model returns no json,TDD,Unit,Python,apps/ai-service/tests/test_fallback_visibility.py,test-python,Pass
TC-LA-123,Layanan AI,Test health.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_health_includes_uptime""",Health includes uptime,TDD,Unit,Python,apps/ai-service/tests/test_health.py,test-python,Pass
TC-LA-124,Layanan AI,Test health.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_health_returns_ok""",Health returns ok,TDD,Unit,Python,apps/ai-service/tests/test_health.py,test-python,Pass
TC-LA-125,Layanan AI,Test health.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_ready_returns_ready""",Ready returns ready,TDD,Unit,Python,apps/ai-service/tests/test_health.py,test-python,Pass
TC-LA-126,Layanan AI,Test health.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_ready_without_llm_key""",Ready without llm key,TDD,Unit,Python,apps/ai-service/tests/test_health.py,test-python,Pass
TC-LA-127,Layanan AI,TestDeadlines,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestDeadlines::test_a_hung_call_raises_llm_timeout""",A hung call raises llm timeout,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-128,Layanan AI,TestDeadlines,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestDeadlines::test_a_stalled_stream_reports_a_timeout""",A stalled stream reports a timeout,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-129,Layanan AI,TestDeadlines,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestDeadlines::test_a_timeout_is_still_an_llm_error""",A timeout is still an llm error,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-130,Layanan AI,TestDeadlines,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestDeadlines::test_a_transport_timeout_is_not_reported_as_a_generic_error""",A transport timeout is not reported as a generic error,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-131,Layanan AI,TestErrorsAndClient,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestErrorsAndClient::test_client_cached_per_key""",Client cached per key,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-132,Layanan AI,TestErrorsAndClient,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestErrorsAndClient::test_missing_key_raises_llm_error""",Missing key raises llm error,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-133,Layanan AI,TestErrorsAndClient,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestErrorsAndClient::test_sdk_failure_wrapped""",Sdk failure wrapped,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-134,Layanan AI,TestGenerateJson,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestGenerateJson::test_empty_dict_on_unparseable""",Empty dict on unparseable,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-135,Layanan AI,TestGenerateJson,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestGenerateJson::test_parses_and_reports_usage""",Parses and reports usage,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-136,Layanan AI,TestGenerateJson,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestGenerateJson::test_reads_json_from_markdown_fence""",Reads json from markdown fence,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-137,Layanan AI,TestGenerateStructured,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestGenerateStructured::test_raises_when_no_json""",Raises when no json,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-138,Layanan AI,TestGenerateStructured,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestGenerateStructured::test_uses_parsed_instance""",Uses parsed instance,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-139,Layanan AI,TestGenerateStructured,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestGenerateStructured::test_validates_text_when_no_parsed""",Validates text when no parsed,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-140,Layanan AI,TestGenerateText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestGenerateText::test_maps_assistant_to_model_role""",Maps assistant to model role,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-141,Layanan AI,TestGenerateText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestGenerateText::test_returns_model_text""",Returns model text,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-142,Layanan AI,TestStreamText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestStreamText::test_wraps_stream_failure""",Wraps stream failure,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-143,Layanan AI,TestStreamText,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestStreamText::test_yields_deltas""",Yields deltas,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-144,Layanan AI,Test nats wiring.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_consumer_acks_on_success""",Consumer acks on success,TDD,Unit,Python,apps/ai-service/tests/test_nats_wiring.py,test-python,Pass
TC-LA-145,Layanan AI,Test nats wiring.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_consumer_handles_dict_content""",Consumer handles dict content,TDD,Unit,Python,apps/ai-service/tests/test_nats_wiring.py,test-python,Pass
TC-LA-146,Layanan AI,Test nats wiring.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_consumer_naks_on_write_failure""",Consumer naks on write failure,TDD,Unit,Python,apps/ai-service/tests/test_nats_wiring.py,test-python,Pass
TC-LA-147,Layanan AI,Test nats wiring.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_consumer_terms_empty_content""",Consumer terms empty content,TDD,Unit,Python,apps/ai-service/tests/test_nats_wiring.py,test-python,Pass
TC-LA-148,Layanan AI,Test nats wiring.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_publish_event_injects_envelope_and_headers""",Publish event injects envelope and headers,TDD,Unit,Python,apps/ai-service/tests/test_nats_wiring.py,test-python,Pass
TC-LA-149,Layanan AI,Test nats wiring.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_publish_event_swallows_broker_errors""",Publish event swallows broker errors,TDD,Unit,Python,apps/ai-service/tests/test_nats_wiring.py,test-python,Pass
TC-LA-150,Layanan AI,Test nats wiring.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_publish_event_without_connection_returns_false""",Publish event without connection returns false,TDD,Unit,Python,apps/ai-service/tests/test_nats_wiring.py,test-python,Pass
TC-LA-151,Layanan AI,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_dependency_spec_defaults""",Dependency spec defaults,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-LA-152,Layanan AI,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_health_response_defaults""",Health response defaults,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-LA-153,Layanan AI,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_parse_spec_data_completeness_bounds""",Parse spec data completeness bounds,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-LA-154,Layanan AI,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_parse_spec_data_completeness_ge_zero""",Parse spec data completeness ge zero,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-LA-155,Layanan AI,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_parse_spec_data_completeness_le_100""",Parse spec data completeness le 100,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-LA-156,Layanan AI,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_parse_spec_data_defaults""",Parse spec data defaults,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-LA-157,Layanan AI,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_parse_spec_response_defaults""",Parse spec response defaults,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-LA-158,Layanan AI,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_sprint_plan""",Sprint plan,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-LA-159,Layanan AI,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_team_composition_defaults""",Team composition defaults,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-LA-160,Layanan AI,Test schemas.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_work_package_spec_defaults""",Work package spec defaults,TDD,Unit,Python,apps/ai-service/tests/test_schemas.py,test-python,Pass
TC-LA-161,Layanan AI,Test service auth.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_internal_route_rejects_missing_header""",Internal route rejects missing header,TDD,Unit,Python,apps/ai-service/tests/test_service_auth.py,test-python,Pass
TC-LA-162,Layanan AI,Test service auth.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_internal_route_rejects_when_unconfigured""",Internal route rejects when unconfigured,TDD,Unit,Python,apps/ai-service/tests/test_service_auth.py,test-python,Pass
TC-LA-163,Layanan AI,Test service auth.py,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""test_internal_route_rejects_wrong_secret""",Internal route rejects wrong secret,TDD,Unit,Python,apps/ai-service/tests/test_service_auth.py,test-python,Pass
TC-LA-164,Layanan AI,TestEstimateCost,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEstimateCost::test_env_overrides_the_rates""",Env overrides the rates,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-165,Layanan AI,TestEstimateCost,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEstimateCost::test_garbage_rate_falls_back_to_default""",Garbage rate falls back to default,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-166,Layanan AI,TestEstimateCost,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEstimateCost::test_one_known_side_still_prices""",One known side still prices,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-167,Layanan AI,TestEstimateCost,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEstimateCost::test_prices_at_published_flash_rates""",Prices at published flash rates,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-168,Layanan AI,TestEstimateCost,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEstimateCost::test_rounds_to_the_numeric_scale""",Rounds to the numeric scale,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-169,Layanan AI,TestEstimateCost,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestEstimateCost::test_unknown_token_counts_have_no_price""",Unknown token counts have no price,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-170,Layanan AI,TestRecordInteraction,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestRecordInteraction::test_a_broken_pool_never_raises""",A broken pool never raises,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-171,Layanan AI,TestRecordInteraction,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestRecordInteraction::test_empty_id_is_written_as_null""",Empty id is written as null,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-172,Layanan AI,TestRecordInteraction,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestRecordInteraction::test_failed_call_records_zero_tokens_and_no_cost""",Failed call records zero tokens and no cost,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-173,Layanan AI,TestRecordInteraction,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestRecordInteraction::test_keeps_the_spend_when_the_project_id_is_rejected""",Keeps the spend when the project id is rejected,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-174,Layanan AI,TestRecordInteraction,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestRecordInteraction::test_long_model_name_is_truncated_to_the_column""",Long model name is truncated to the column,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-175,Layanan AI,TestRecordInteraction,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestRecordInteraction::test_missing_ids_are_written_as_null""",Missing ids are written as null,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-176,Layanan AI,TestRecordInteraction,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestRecordInteraction::test_negative_latency_is_clamped""",Negative latency is clamped,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-177,Layanan AI,TestRecordInteraction,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestRecordInteraction::test_returns_false_without_a_pool""",Returns false without a pool,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-178,Layanan AI,TestRecordInteraction,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestRecordInteraction::test_writes_every_column_it_was_given""",Writes every column it was given,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-179,Layanan AI,TestTrack,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestTrack::test_a_swallowed_failure_is_recorded_via_record_failure""",A swallowed failure is recorded via record failure,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-180,Layanan AI,TestTrack,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestTrack::test_a_swallowed_timeout_keeps_its_own_status""",A swallowed timeout keeps its own status,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-181,Layanan AI,TestTrack,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestTrack::test_a_timeout_is_not_filed_as_a_generic_error""",A timeout is not filed as a generic error,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-182,Layanan AI,TestTrack,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestTrack::test_an_exception_is_recorded_and_still_propagates""",An exception is recorded and still propagates,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-183,Layanan AI,TestTrack,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestTrack::test_books_the_usage_the_call_reported""",Books the usage the call reported,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-184,Layanan AI,TestTrack,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestTrack::test_latency_is_measured_not_guessed""",Latency is measured not guessed,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-185,Layanan AI,TestTrack,"1. cd apps/ai-service && uv run pytest  2. Kasus: ""TestTrack::test_no_database_does_not_break_the_caller""",No database does not break the caller,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-186,Layanan AI,ParseChannel,"1. bun run test  2. File: apps/project-service/src/lib/subscription-token.test.ts  3. Kasus: ""Refuses an id containing the user separator""",Refuses an id containing the user separator,TDD,Unit,TypeScript,apps/project-service/src/lib/subscription-token.test.ts,test-unit,Pass
TC-LA-187,Layanan AI,ApplyProjectVisibility — non-owner redaction,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Keeps full description and preferences on public_detail""",Keeps full description and preferences on public_detail,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-LA-188,Layanan AI,ApplyProjectVisibility — non-owner redaction,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Strips internal money columns on public_detail""",Strips internal money columns on public_detail,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-LA-189,Layanan AI,Error handler middleware,"1. bun run test  2. File: apps/project-service/src/middleware/error-handler.test.ts  3. Kasus: ""Does not leak internal error details to client""",Does not leak internal error details to client,TDD,Unit,TypeScript,apps/project-service/src/middleware/error-handler.test.ts,test-unit,Pass
TC-LA-190,Layanan AI,Error handler middleware,"1. bun run test  2. File: apps/project-service/src/middleware/error-handler.test.ts  3. Kasus: ""Uses logger from context when available""",Uses logger from context when available,TDD,Unit,TypeScript,apps/project-service/src/middleware/error-handler.test.ts,test-unit,Pass
