ID,Modul,Nama Kasus Uji,Tujuan Pengujian,Langkah-Langkah,Hasil yang Diharapkan,Jumlah Verifikasi,Jenis Pengujian,Level,Teknologi,File Sumber,Referensi Test,Job CI,Status
TC-DBP-008,Dokumen BRD & PRD,Document entitlement,Kuota dokumen gratis harian dan status berbayar,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/document-entitlement.test.ts. 3. Jalankan blok ""Document entitlement"".","Kuota dokumen gratis dihitung per user per hari, dan status berbayar dibaca dari transaksi yang selesai.",5,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/document-entitlement.test.ts,1) Returns the counted rows; 2) Returns zero when nothing was created today; 3) Short-circuits on an existing paidAt without touching the db; 4) Stays unpaid with no completed transaction and does not backfill; 5) Unlocks on a completed transaction and backfills paidAt,test-unit,Lulus
TC-DBP-009,Dokumen BRD & PRD,Document generation,Pemanggilan AI service saat membuat dokumen,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/document-generation.test.ts. 3. Jalankan blok ""Document generation"".",Kegagalan AI service dilaporkan apa adanya dan tidak menyimpan dokumen setengah jadi.,8,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/document-generation.test.ts,1) Refuses an empty document body as if it were generated; 2) Refuses to invent a document when the AI service is unreachable; 3) Refuses to invent a document when the AI service returns an error; 4) Sends the revision instruction and current document; 5) Floors at the default when the estimate is missing or tiny; 6) Is 5 percent of the estimate midpoint; 7) Floors at the default when the estimate is missing; 8) Is 8 percent of the estimate midpoint,test-unit,Lulus
TC-DBP-010,Dokumen BRD & PRD,Order ref,Pembacaan jenis pembayaran dari order id,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/order-ref.test.ts. 3. Jalankan blok ""Order ref"".","Prefix order dikenali dengan benar, dan order revisi dengan UUID rusak dianggap tidak dikenal, bukan milestone hilang.",5,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/order-ref.test.ts,1) Reads the document prefixes; 2) Accepts an uppercased uuid; 3) Refuses a revision order with no readable uuid; 4) Reports an unrecognised prefix rather than guessing; 5) Recovers the milestone uuid a revision order carries,test-unit,Lulus
TC-DBP-011,Dokumen BRD & PRD,Prd pdf,Penyusunan data PRD untuk PDF,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/prd-pdf.test.ts. 3. Jalankan blok ""Prd pdf"".",Data PRD tersusun lengkap sebelum masuk renderer PDF.,3,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/prd-pdf.test.ts,1) Defaults to Indonesian; 2) Picks English only when explicitly en; 3) Renders stored AI content through the shared normalizer,test-unit,Lulus
TC-DBP-012,Dokumen BRD & PRD,Public scope,Ringkasan scope publik dibentuk dari PRD tanpa membawa angka biaya,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/public-scope.test.ts. 3. Jalankan blok ""Public scope"".","Scope publik dibentuk dari daftar field yang diizinkan, tanpa nominal per work package maupun total biaya.",7,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/public-scope.test.ts,1) Has nothing to show without a PRD; 2) Carries no per-package amount; 3) Carries no total cost; 4) Describes the work; 5) Ignores a field the model invented; 6) Withholds the scope from a private project; 7) Withholds the scope from a summary-only project,test-unit,Lulus
TC-DBP-013,Dokumen BRD & PRD,Visibility identity — Stranger reading a public project > public_detail,Identitas owner dan file spesifikasi tidak ikut terkirim ke publik,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/visibility-identity.test.ts. 3. Jalankan blok ""Visibility identity — Stranger reading a public project > public_detail"".","Pembaca publik tidak menerima ownerId, nama perusahaan, maupun URL file spesifikasi. Talenta yang terlibat tetap menerima ownerId untuk keperluan review.",8,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,1) Withholds documentFileUrl; 2) Withholds documentType; 3) Keeps the owner budget range but no settled money; 4) Still advertises the work; 5) Withholds companyName; 6) Withholds companyRole; 7) Withholds ownerId; 8) Withholds projectType,test-unit,Lulus
TC-DBP-014,Dokumen BRD & PRD,Visibility identity — Stranger reading a public project > public_summary (+2 blok lain),Identitas owner dan file spesifikasi tidak ikut terkirim ke publik,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/visibility-identity.test.ts. 3. Jalankan blok ""Visibility identity — Stranger reading a public project > public_summary (+2 blok lain)"".","Pembaca publik tidak menerima ownerId, nama perusahaan, maupun URL file spesifikasi. Talenta yang terlibat tetap menerima ownerId untuk keperluan review.",12,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,1) Withholds documentFileUrl; 2) Withholds documentType; 3) Keeps the owner budget range but no settled money; 4) Still advertises the work; 5) Withholds companyName; 6) Withholds companyRole; 7) Withholds ownerId; 8) Withholds projectType; 9) Never sees the money; 10) Sees the full brief; 11) Still reads ownerId so it can review the owner; 12) Sees the row as stored,test-unit,Lulus
TC-DBP-015,Dokumen BRD & PRD,Visibility — GateProjectBrd / GateProjectPrd,"Gerbang visibilitas proyek untuk owner, talenta, dan publik","1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/visibility.test.ts. 3. Jalankan blok ""Visibility — GateProjectBrd / GateProjectPrd"".","Owner melihat baris apa adanya, talenta yang terlibat melihat brief tanpa angka internal, dan proyek privat dijawab sebagai tidak ditemukan.",10,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,"1) Gives the owner the full BRD, unpaid; 2) Returns null when there is no BRD; 3) Withholds the BRD from a signed-in non-participant; 4) Withholds the BRD from an anonymous viewer; 5) Gives an assigned talent the full BRD; 6) Gives the owner the PRD; 7) Returns null when there is no PRD; 8) Withholds the PRD from a signed-in non-participant; 9) Withholds the PRD from an anonymous viewer; 10) Gives an assigned talent the PRD",test-unit,Lulus
TC-DBP-016,Dokumen BRD & PRD,Document paywall,"Download dan revisi dikunci oleh pembayaran, bukan status review","1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/document-paywall.test.ts. 3. Jalankan blok ""Document paywall"".","Download dan revisi lanjutan dikunci oleh paidAt, bukan status review, sehingga revisi tidak mengunci ulang dokumen yang sudah dibayar.",6,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/document-paywall.test.ts,"1) Caps a brand-new document by the daily free quota; 2) Caps revisions through the shared gate and hard-stops the paid cap; 3) Does not gate downloads on review status; 4) Gates downloads and revision caps on the paid entitlement; 5) Keys payment idempotency off paidAt, which survives revisions; 6) Stamps paidAt when a document payment completes",test-unit,Lulus
TC-DBP-017,Dokumen BRD & PRD,Document revision price,Harga dokumen ikut berubah saat isinya direvisi sebelum dibayar,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/document-revision-price.test.ts. 3. Jalankan blok ""Document revision price"".",Dokumen yang belum dibayar dihitung ulang harganya saat isinya berubah. Dokumen yang sudah dibayar harganya tetap.,4,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/document-revision-price.test.ts,1) Leaves a paid BRD at the price it was bought for; 2) Leaves a paid PRD at the price it was bought for; 3) Reprices an unpaid BRD when its body changes; 4) Reprices an unpaid PRD when its body changes,test-unit,Lulus
TC-DBP-018,Dokumen BRD & PRD,Prd dependency graph,Dependency antar work package membentuk DAG tanpa siklus,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/prd-dependency-graph.test.ts. 3. Jalankan blok ""Prd dependency graph"".","Dependency antar work package tidak membentuk siklus, dan critical path terhitung.",8,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/prd-dependency-graph.test.ts,"1) Contains a rejected edge so the rest of the graph survives; 2) Only runs where a real edge can exist; 3) Parses the PRD once and reuses it for both plans; 4) Persists the graph the PRD describes; 5) Skips an edge already stored rather than the whole pass; 6) Reads titles from every package, not just the open ones; 7) Sends each open position the work it waits on; 8) Skips both queries when no position is open",test-unit,Lulus
TC-DBP-019,Dokumen BRD & PRD,Read authorization,Otorisasi baca dokumen proyek,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/read-authorization.test.ts. 3. Jalankan blok ""Read authorization"".",Dokumen proyek hanya bisa dibaca owner dan talenta yang terlibat.,12,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/read-authorization.test.ts,1) Keeps the PRD PDF download to the owner; 2) Checks project access on the per-project feed; 3) Scopes the global feed to the caller; 4) Leaves the public testimonial route alone; 5) Lets a user read only reviews they wrote or received; 6) Lets a talent assigned to the project act on an integration milestone; 7) Checks project access on the per-project list; 8) Checks project access before listing them; 9) Checks project access before returning a project of reviews; 10) Keeps the platform-wide list to admins; 11) Lets an assigned talent read the PRD; 12) Checks who is asking before returning one dispute,test-unit,Lulus
TC-DBP-020,Dokumen BRD & PRD,Brd document,Layout dan tipografi PDF BRD,"1. Jalankan bun run test. 2. Buka apps/project-service/src/templates/brd-document.test.ts. 3. Jalankan blok ""Brd document"".","PDF BRD memakai ukuran huruf, spasi, dan penomoran sesuai ketentuan dokumen.",3,TDD (unit),Unit,TypeScript,apps/project-service/src/templates/brd-document.test.ts,1) Renders a valid PDF in English; 2) Renders a valid PDF in Indonesian; 3) Renders the preview watermark without failing,test-unit,Lulus
TC-DBP-021,Dokumen BRD & PRD,Prd document,Layout dan tipografi PDF PRD,"1. Jalankan bun run test. 2. Buka apps/project-service/src/templates/prd-document.test.ts. 3. Jalankan blok ""Prd document"".","PDF PRD memakai ukuran huruf, spasi, dan penomoran sesuai ketentuan dokumen.",4,TDD (unit),Unit,TypeScript,apps/project-service/src/templates/prd-document.test.ts,1) Renders a valid PDF in English; 2) Renders a valid PDF in Indonesian; 3) Renders the preview watermark without failing; 4) Renders the prose fallback branch,test-unit,Lulus
TC-DBP-022,Dokumen BRD & PRD,I18n — Keys that once rendered raw are defined in both languages (+2 blok lain),Kelengkapan terjemahan Indonesia dan Inggris,"1. Jalankan bun run test. 2. Buka apps/web/src/lib/i18n.test.ts. 3. Jalankan blok ""I18n — Keys that once rendered raw are defined in both languages (+2 blok lain)"".",Setiap kunci terjemahan ada di berkas Indonesia dan Inggris.,12,TDD (unit),Unit,TypeScript,apps/web/src/lib/i18n.test.ts,"1) Document namespace defines its keys in id and en; 2) Project namespace defines its keys in id and en; 3) Payment namespace defines its keys in id and en; 4) Common namespace defines its keys in id and en; 5) Drops the region, so id-ID resolves to id; 6) Falls back to Indonesian; 7) Offers exactly Indonesian and English; 8) Remembers the choice across reloads; 9) Ships both bundles for every namespace; 10) Resolves a regional code to a supported base; 11) Switches to English and back; 12) Translates the same key in both languages",test-unit,Lulus
TC-DBP-023,Dokumen BRD & PRD,Brd team size,Jumlah tim di preview sama dengan yang tercetak di PDF,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/brd-team-size.test.ts. 3. Jalankan blok ""Brd team size"".","Jumlah tim yang tampil di layar sama dengan yang tercetak di PDF, karena keduanya memakai normaliser yang sama.",4,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/brd-team-size.test.ts,1) Adds only the preview-only score on top; 2) Delegates to the shared normaliser; 3) Grows no second copy of the field mapping; 4) Is the same on screen as in the PDF,test-unit,Lulus
TC-DBP-024,Dokumen BRD & PRD,Document revision and scope,Request revisi memakai field yang benar dan kegagalan tidak ditelan,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/document-revision-and-scope.test.ts. 3. Jalankan blok ""Document revision and scope"".","Request revisi mengirim field description sesuai kontrak service, dan kegagalan ditampilkan ke user.",4,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/document-revision-and-scope.test.ts,1) Delegates to the shared normaliser; 2) Keeps no second copy of its own; 3) BRD sends description and surfaces failure; 4) PRD sends description and surfaces failure,test-unit,Lulus
TC-DBP-025,Dokumen BRD & PRD,Project tabs,Tab detail proyek mengarah ke halaman yang benar,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/project-tabs.test.ts. 3. Jalankan blok ""Project tabs"".","Setiap tab detail proyek mengarah ke halaman yang benar benar ada, bukan tampilan tiruan.",8,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/project-tabs.test.ts,1) Points documents at a real page; 2) Does not link the consent line to a route that does not exist; 3) Offers no account deletion it cannot perform; 4) Links out instead of holding tab state; 5) Points time-tracking at a real page; 6) Renders no stub in place of a real page; 7) Points milestones at a real page; 8) Shows no export button on payment history,test-unit,Lulus
TC-DBP-026,Dokumen BRD & PRD,Brd content,Normalisasi isi BRD dari JSON model ke bentuk aplikasi,"1. Jalankan bun run test. 2. Buka packages/shared/src/brd-content.test.ts. 3. Jalankan blok ""Brd content"".","Isi BRD terbaca dari penulisan snake_case maupun camelCase, termasuk risiko lama yang masih berbentuk object.",8,TDD (unit),Unit,TypeScript,packages/shared/src/brd-content.test.ts,1) Accepts all three team-size spellings; 2) Defaults to a team of one only when no spelling is present; 3) Keeps a legacy risk object rather than dropping it; 4) Keeps the body of a legacy functional requirement; 5) Reads camelCase just as well; 6) Reads the snake_case the model emits; 7) Survives a row with nothing in it; 8) Survives content that is not an object at all,test-unit,Lulus
TC-DBP-027,Dokumen BRD & PRD,Documents,Halaman dokumen proyek,"1. Jalankan bun run test. 2. Buka packages/shared/src/documents.test.ts. 3. Jalankan blok ""Documents"".",Halaman dokumen menampilkan status dan aksi sesuai peran pembaca.,4,TDD (unit),Unit,TypeScript,packages/shared/src/documents.test.ts,"1) Allows the two free revisions on an unpaid document; 2) Asks an unpaid document to pay once the free limit is reached; 3) Lifts the cap to nine once paid; 4) Hard-stops a paid document at nine, never routing back to payment",test-unit,Lulus
TC-DBP-028,Dokumen BRD & PRD,Prd content — CamelCase input still works (+3 blok lain),"Normalisasi isi PRD, termasuk dua ejaan kunci yang sama","1. Jalankan bun run test. 2. Buka packages/shared/src/prd-content.test.ts. 3. Jalankan blok ""Prd content — CamelCase input still works (+3 blok lain)"".","Isi PRD terbaca dari dua ejaan kunci yang sama, baik di level atas maupun di dalam team composition.",8,TDD (unit),Unit,TypeScript,packages/shared/src/prd-content.test.ts,1) Reads a document already stored in the viewer shape; 2) Drops non-object entries rather than rendering undefined; 3) Falls back to the work package count for team size; 4) Survives %p; 5) Defaults a bare-string deliverable type to document and empties missing lists; 6) Reads them off a work package and the document; 7) Reads the team size nested under either spelling; 8) Reads work packages nested under either spelling,test-unit,Lulus
TC-DBP-029,Dokumen BRD & PRD,Prd content — NormalizePrdContent on real AI output (+1 blok lain),"Normalisasi isi PRD, termasuk dua ejaan kunci yang sama","1. Jalankan bun run test. 2. Buka packages/shared/src/prd-content.test.ts. 3. Jalankan blok ""Prd content — NormalizePrdContent on real AI output (+1 blok lain)"".","Isi PRD terbaca dari dua ejaan kunci yang sama, baik di level atas maupun di dalam team composition.",12,TDD (unit),Unit,TypeScript,packages/shared/src/prd-content.test.ts,1) Agrees with the work package table footer by construction; 2) Finds the sections that used to render blank; 3) Maps dependencies onto the graph the chart reads; 4) Reads sprints that arrive as tasks and duration_days; 5) Reads work packages that arrive as title; 6) Sums the totals the AI service does not send; 7) Builds team members from the work packages; 8) Keeps a prose api design as one entry rather than dropping it; 9) Keeps a prose schema description; 10) Reads work packages nested under team_composition; 11) Takes team size from the nested block; 12) Turns a bare tech string into something the card can render,test-unit,Lulus
TC-EI-001,Event & Integrasi,Outbox,Penulisan event ke outbox dalam transaksi yang sama,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/outbox.test.ts. 3. Jalankan blok ""Outbox"".",Event tertulis ke outbox pada transaksi yang sama dengan data bisnisnya.,3,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/outbox.test.ts,1) Captures active traceparent into row.traceContext; 2) RestoreTraceContext yields original span context; 3) Returns null traceContext when no active span,test-unit,Lulus
TC-EI-002,Event & Integrasi,Project completed event,Event saat proyek selesai,"1. Jalankan bun run test. 2. Buka apps/project-service/src/repositories/project-completed-event.test.ts. 3. Jalankan blok ""Project completed event"".",Proyek selesai menerbitkan event sekali lewat outbox.,3,TDD (unit),Integrasi database,TypeScript,apps/project-service/src/repositories/project-completed-event.test.ts,1) Appends the dedicated project.completed subject; 2) Gates it on the completed transition; 3) Carries the owner as the notification recipient,test-unit,Lulus
TC-EI-003,Event & Integrasi,Outbox worker,Worker mengirim event outbox ke NATS dan menandainya,"1. Jalankan bun run test. 2. Buka apps/project-service/src/services/outbox-worker.test.ts. 3. Jalankan blok ""Outbox worker"".","Worker mengirim event ke NATS lalu menandainya terkirim, dan mengulang yang gagal.",3,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/outbox-worker.test.ts,1) Connects to NATS and starts processing; 2) Handles stop when not started gracefully; 3) Drains NATS connection and stops,test-unit,Lulus
TC-EI-004,Event & Integrasi,Enums — TransactionEventType (+9 blok lain),Nilai enum bersama antar service,"1. Jalankan bun run test. 2. Buka packages/shared/src/enums.test.ts. 3. Jalankan blok ""Enums — TransactionEventType (+9 blok lain)"".","Nilai enum sama antara database, shared package, dan kode pemakainya.",9,TDD (unit),Unit,TypeScript,packages/shared/src/enums.test.ts,"1) Has 7 event types; 2) Has user, ai, system; 3) Has no admin in main app; 4) Has owner and talent; 5) Has 3 statuses; 6) Has 18 activity types; 7) Includes key activities; 8) Has 4 statuses; 9) Has all statuses",test-unit,Lulus
TC-HK-001,Harga & Komisi,Settle milestone,Pembagian fee saat milestone dicairkan,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/settle-milestone.test.ts. 3. Jalankan blok ""Settle milestone"".","Fee milestone dihitung dari rasio payout terhadap nominal work package, dengan rasio proyek sebagai cadangan.",9,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/settle-milestone.test.ts,1) Derives the fee from the work package ratio; 2) Returns zero when no pricing data exists; 3) Pays the talent share and books the fee for an approved milestone; 4) Falls back to the project totals without a work package; 5) Pays the talent in full on a corrupted ratio; 6) Does not pay a milestone that is not approved; 7) Does not pay a zero-amount milestone; 8) Does not pay an integration milestone with no assigned talent; 9) Returns unpaid when the milestone is gone,test-unit,Lulus
TC-HK-002,Harga & Komisi,Placement fee,Fee rekrutmen langsung yang menurun seiring lama kerja sama,"1. Jalankan bun run test. 2. Buka packages/shared/src/placement-fee.test.ts. 3. Jalankan blok ""Placement fee"".","Fee rekrutmen turun seiring lama kerja sama. Batas 12 dan 24 bulan masuk ke tarif yang lebih rendah, dan gaji kosong berarti tidak ada kuotasi.",9,TDD (unit),Unit,TypeScript,packages/shared/src/placement-fee.test.ts,1) Is ordered and covers every duration; 2) Charges the least past two years; 3) Charges the most on a new relationship; 4) Eases off once they have worked a year together; 5) Puts each boundary on the cheaper side; 6) Quotes nothing without a salary figure; 7) Refuses a negative salary rather than crediting the owner; 8) Rounds to a whole rupiah; 9) Treats a nonsensical duration as the newest relationship,test-unit,Lulus
TC-HK-003,Harga & Komisi,ComputeProjectPricing / PlatformFeeRate,Bracket platform fee dan pembagian payout ke work package,"1. Jalankan bun run test. 2. Buka packages/shared/src/pricing.test.ts. 3. Jalankan blok ""ComputeProjectPricing / PlatformFeeRate"".","Bracket dipilih dari total harga proyek, bukan per work package. Platform fee adalah selisih harga dan payout, sehingga tidak ada sisa pembulatan.",10,TDD (unit),Unit,TypeScript,packages/shared/src/pricing.test.ts,"1) Allocates every rupiah of the payout, letting the last package absorb rounding; 2) Always reconciles finalPrice to platformFee plus talentPayout; 3) Charges a split project the rate its total earns, not its packages; 4) Keeps the package ratio equal to the project ratio, which settlement reads; 5) Never allocates a package more than its own amount; 6) Prices an unpriced package at zero rather than charging for it; 7) Returns zeros for an empty project; 8) Splits the payout across packages in proportion to their amounts; 9) Takes the bracket fee off the project total; 10) Is the exact complement of the talent share",test-unit,Lulus
TC-HK-004,Harga & Komisi,Pricing — TalentShareRate,Bracket platform fee dan pembagian payout ke work package,"1. Jalankan bun run test. 2. Buka packages/shared/src/pricing.test.ts. 3. Jalankan blok ""Pricing — TalentShareRate"".","Bracket dipilih dari total harga proyek, bukan per work package. Platform fee adalah selisih harga dan payout, sehingga tidak ada sisa pembulatan.",3,TDD (unit),Unit,TypeScript,packages/shared/src/pricing.test.ts,1) Applies the published share at every bracket ceiling; 2) Leaves the talent a smaller share as the project grows; 3) Moves to the next bracket one rupiah over a boundary,test-unit,Lulus
TC-LA-001,Layanan AI,Admin service — TestGetDashboard AiUsage.go (+11 blok lain),"Query dashboard, manajemen user, dan audit log","1. Jalankan make test-go. 2. Buka apps/admin-service. 3. Jalankan blok ""Admin service — TestGetDashboard AiUsage.go (+11 blok lain)"".","Query dashboard, manajemen user, dan audit log berjalan dengan paginasi dan otorisasi admin.",12,TDD (unit),Unit service,Go,apps/admin-service,1) Get Dashboard — Ai Usage; 2) Get Dashboard — Ai Usage Non Fatal; 3) ReprocessDLQ Event — Audit Log Failure Is Not Fatal; 4) ReprocessDLQ Event — Nil Publisher Returns Unavailable; 5) ReprocessDLQ Event — Publish Failure Skips Mark; 6) Suspend User — Audit Log Failure Is Not Fatal; 7) Unsuspend User — Audit Log Failure Is Not Fatal; 8) Update Setting — Audit Log Failure Is Not Fatal; 9) Admin Auth — Cookie Auth Down; 10) Admin Auth — Cookie Auth Rejects; 11) Admin Auth — Cookie InvalidJSON; 12) Admin Auth — Cookie Non Admin Role,test-go,Lulus
TC-LA-002,Layanan AI,Dashboard series — BuildRevenueTrendSeries / BuildAiCostSeries / CompactNumber,Pembentukan deret data grafik dashboard,"1. Jalankan bun run test. 2. Buka apps/admin/src/lib/dashboard-series.test.ts. 3. Jalankan blok ""Dashboard series — BuildRevenueTrendSeries / BuildAiCostSeries / CompactNumber"".",Deret data grafik terbentuk lengkap termasuk tanggal tanpa transaksi.,10,TDD (unit),Unit,TypeScript,apps/admin/src/lib/dashboard-series.test.ts,"1) Plots the daily total; 2) Returns an empty series when the payload is empty; 3) Returns an empty series when the payload is undefined; 4) Keeps zero-cost days so the trend line has no gaps; 5) Maps every day the backend sent, in order; 6) Renders 0 as 0; 7) Renders 1200000 as 1.2M; 8) Renders 4650.71 as 4.7K; 9) Renders 65100 as 65.1K; 10) Renders 980 as 980",test-unit,Lulus
TC-LA-003,Layanan AI,Dashboard ai usage,Ringkasan biaya AI di dashboard,"1. Jalankan bun run test. 2. Buka apps/admin/src/routes/dashboard-ai-usage.test.ts. 3. Jalankan blok ""Dashboard ai usage"".",Ringkasan biaya AI menampilkan baris walaupun project id tidak dikenali.,10,ATDD (kontrak API),Kontrak API,TypeScript,apps/admin/src/routes/dashboard-ai-usage.test.ts,"1) Falls back to the no-data message when a series is empty; 2) Formats spend as USD, not Rupiah; 3) Keeps the per-model table scrollable instead of overflowing the card; 4) Reads the aiUsage field the dashboard handler sends; 5) Renders both the trend chart and the per-model table; 6) Reports the three headline figures CLAUDE.md asks for; 7) Defines every key the dashboard renders in en; 8) Defines every key the dashboard renders in id; 9) Extracts the keys it is meant to check; 10) Translates the AI panel differently in each language",test-unit,Lulus
TC-LA-004,Layanan AI,Test ai routes.py — TestBuildBrdMessages / TestBuildFallbackBrd,"Endpoint AI untuk chat, BRD, PRD, dan parsing dokumen","1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_ai_routes.py. 3. Jalankan blok ""Test ai routes.py — TestBuildBrdMessages / TestBuildFallbackBrd"".","Endpoint chat, BRD, PRD, dan parsing menjawab sesuai kontrak, termasuk saat input kurang lengkap.",12,ATDD (kontrak API),Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,1) Includes budget info; 2) Includes conversation context; 3) Includes system prompt; 4) Includes timeline; 5) Message count; 6) Category in summary; 7) Conversation included in summary; 8) Default budget; 9) Returns complete structure; 10) Team size caps at platform max; 11) Team size from timeline; 12) Uses request budget,test-python,Lulus
TC-LA-005,Layanan AI,Test ai routes.py — TestChatStreamEndpoint (+3 blok lain),"Endpoint AI untuk chat, BRD, PRD, dan parsing dokumen","1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_ai_routes.py. 3. Jalankan blok ""Test ai routes.py — TestChatStreamEndpoint (+3 blok lain)"".","Endpoint chat, BRD, PRD, dan parsing menjawab sesuai kontrak, termasuk saat input kurang lengkap.",12,ATDD (kontrak API),Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,1) Stream emits tokens then terminal done; 2) Stream error event on gateway failure; 3) Not ready without llm key; 4) Ready with llm key; 5) Complete brief reports nothing; 6) Empty conversation misses everything; 7) Missing and score agree; 8) Partial brief reports the gaps; 9) Requires project id; 10) Returns empty recommendations; 11) With optional params; 12) Requires skills,test-python,Lulus
TC-LA-006,Layanan AI,Test ai routes.py — TestParseBrdResponse / TestParseCvEndpoint,"Endpoint AI untuk chat, BRD, PRD, dan parsing dokumen","1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_ai_routes.py. 3. Jalankan blok ""Test ai routes.py — TestParseBrdResponse / TestParseCvEndpoint"".","Endpoint chat, BRD, PRD, dan parsing menjawab sesuai kontrak, termasuk saat input kurang lengkap.",10,ATDD (kontrak API),Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,1) A mostly empty answer is a failure not a patch; 2) A single gap is still filled; 3) Empty response raises rather than templating; 4) Normalizes description to content; 5) Normalizes risk objects; 6) Normalizes string requirements; 7) Valid json response; 8) Download failure surfaces 502; 9) Requires file url; 10) Requires talent id,test-python,Lulus
TC-LA-007,Layanan AI,Test ai routes.py — TestParsePrdResponse / TestParseSpecDownloadAndLLM,"Endpoint AI untuk chat, BRD, PRD, dan parsing dokumen","1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_ai_routes.py. 3. Jalankan blok ""Test ai routes.py — TestParsePrdResponse / TestParseSpecDownloadAndLLM"".","Endpoint chat, BRD, PRD, dan parsing menjawab sesuai kontrak, termasuk saat input kurang lengkap.",11,ATDD (kontrak API),Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,1) Backfills unpriced work packages; 2) Carries assumptions and risks; 3) Empty response raises rather than templating; 4) Keeps priced work packages untouched; 5) Language comes from request not model; 6) Normalizes deliverables and acceptance; 7) Valid json response; 8) Parse spec direct download success llm success; 9) Parse spec download success short text; 10) Parse spec llm failure; 11) Parse spec no s3 retry on download failure,test-python,Lulus
TC-LA-008,Layanan AI,Test ai routes.py — TestParseSpecEndpoint (+2 blok lain),"Endpoint AI untuk chat, BRD, PRD, dan parsing dokumen","1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_ai_routes.py. 3. Jalankan blok ""Test ai routes.py — TestParseSpecEndpoint (+2 blok lain)"".","Endpoint chat, BRD, PRD, dan parsing menjawab sesuai kontrak, termasuk saat input kurang lengkap.",12,ATDD (kontrak API),Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,1) Download failure is an error not a summary; 2) Empty file url; 3) Refuses a file larger than the cap; 4) Requires file url; 5) Returns fallback when download fails; 6) Cv download missing object; 7) Cv download success docx fallback; 8) Cv download success pdf fallback; 9) Cv download success text file; 10) Cv short text returns zero confidence; 11) Cv instructor partial fields; 12) Cv instructor success,test-python,Lulus
TC-LA-009,Layanan AI,Test atdd schema.py,Kontrak schema request dan response AI service,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_atdd_schema.py. 3. Jalankan blok ""Test atdd schema.py"".",Request dan response AI service sesuai schema yang dipublikasikan.,1,TDD (unit),Unit,Python,apps/ai-service/tests/test_atdd_schema.py,1) Api schema compliance,test-python,Lulus
